postcode,city,street,number
60-275,Poznań,Tęczowa,2
60-276,Poznań,Promienista,36
60-277,Poznań,Grochowska,2
60-278,Poznań,Palacza Macieja,118
60-279,Poznań,Palacza Macieja,117
60-282,Poznań,Sowińskiego Józefa,2
60-283,Poznań,Sowińskiego Józefa,14
60-284,Poznań,Sowińskiego Józefa,28
60-286,Poznań,Słoneczna,2
60-287,Poznań,Belwederska,18
60-287,Poznań,Strzecha,24
60-287,Poznań,Tęczowa,22
60-288,Poznań,Promienista,2
60-289,Poznań,Promienista,46
60-301,Poznań,Jugosłowiańska,2
60-302,Poznań,Racławicka,60
60-304,Poznań,Ściegiennego Piotra,116
60-307,Poznań,Grunwaldzka,88
60-308,Poznań,Grunwaldzka,106
60-309,Poznań,Grunwaldzka,116
60-311,Poznań,Grunwaldzka,46
60-312,Poznań,Grunwaldzka,65
60-313,Poznań,Grunwaldzka,89
60-317,Poznań,Marszałkowska,2
60-320,Poznań,Bułgarska,1
60-321,Poznań,Bułgarska,2
60-322,Poznań,Grunwaldzka,163
60-323,Poznań,Marcelińska,81
60-324,Poznań,Marcelińska,84
60-327,Poznań,Marszałkowska,12
60-329,Poznań,Cześnikowska,1
60-330,Poznań,Cześnikowska,2
60-332,Poznań,Grochowska,36
60-335,Poznań,Grochowska,78
60-336,Poznań,Grochowska,127
60-337,Poznań,Grochowska,81
60-339,Poznań,Grochowska,54
60-341,Poznań,Marcelińska,66
60-343,Poznań,Rycerska,1
60-344,Poznań,Rycerska,21
60-345,Poznań,Rycerska,31
60-346,Poznań,Rycerska,2
60-347,Poznań,Rycerska,12
60-352,Poznań,Grunwaldzka,45
60-354,Poznań,Marcelińska,42
60-355,Poznań,Przybyszewskiego Stanisława,47
60-356,Poznań,Przybyszewskiego Stanisława,37
60-357,Poznań,Przybyszewskiego Stanisława,30
60-358,Poznań,Opalenicka,2
60-362,Poznań,Opalenicka,54
60-363,Poznań,Grodziska,2
60-365,Poznań,Szamotulska,1
60-366,Poznań,Szamotulska,2
60-375,Poznań,Świt,2
60-376,Poznań,Świt,22
60-378,Poznań,Bułgarska,75
60-379,Poznań,Bułgarska,86
60-381,Poznań,Bułgarska,102
60-382,Poznań,Bułgarska,126
60-383,Poznań,Bułgarska,134
60-384,Poznań,Bułgarska,148
60-385,Poznań,Ognik,1
60-386,Poznań,Ognik,2
60-387,Poznań,Modra,1
60-388,Poznań,Modra,2
60-389,Poznań,Swoboda,1
60-391,Poznań,Swoboda,2
60-392,Poznań,Płomienna,2
60-393,Poznań,Promyk,4
60-394,Poznań,Płomienna,12
60-395,Poznań,Promyk 2A,2
60-396,Poznań,Bukowska,78
60-397,Poznań,Bukowska,100
60-398,Poznań,Bukowska,122
60-401,Poznań,Polska,62
60-415,Poznań,Lutycka,2
60-416,Poznań,Biskupińska,2
60-431,Poznań,Lęborska,2
60-433,Poznań,Lubowska,2
60-434,Poznań,Polanowska,2
60-441,Poznań,Ownicka,2
60-442,Poznań,Ownicka,14
60-454,Poznań,Lęborska,52
60-454,Poznań,Lubowska,42
60-454,Poznań,Polanowska,36
60-463,Poznań,Biskupińska,12
60-478,Poznań,Lutycka,62
60-501,Poznań,Bukowska,25
60-501,Poznań,Kraszewskiego Józefa,1
60-501,Poznań,Wawrzyniaka Piotra,38
60-502,Poznań,Wawrzyniaka Piotra,37
60-503,Poznań,Wawrzyniaka Piotra,21
60-504,Poznań,Wawrzyniaka Piotra,20
60-505,Poznań,Wawrzyniaka Piotra,2
60-506,Poznań,Wawrzyniaka Piotra,1
60-507,Poznań,Jackowskiego Maksymiliana,2
60-508,Poznań,Jackowskiego Maksymiliana,1
60-509,Poznań,Jackowskiego Maksymiliana,17
60-511,Poznań,Jackowskiego Maksymiliana,18
60-512,Poznań,Jackowskiego Maksymiliana,30
60-513,Poznań,Jackowskiego Maksymiliana,46
60-514,Poznań,Szamarzewskiego Augustyna,1
60-516,Poznań,Szamarzewskiego Augustyna,2
60-517,Poznań,Szamarzewskiego Augustyna,18
60-518,Poznań,Kraszewskiego Józefa,2
60-519,Poznań,Kraszewskiego Józefa,20
60-521,Poznań,Słowackiego Juliusza,52
60-524,Poznań,Staszica Stanisława,22
60-525,Poznań,Staszica Stanisława,12
60-526,Poznań,Staszica Stanisława,13
60-527,Poznań,Staszica Stanisława,2
60-528,Poznań,Staszica Stanisława,1
60-531,Poznań,Szamarzewskiego Augustyna,27
60-532,Poznań,Szamarzewskiego Augustyna,30
60-533,Poznań,Polna,18
60-534,Poznań,Polna,2
60-535,Poznań,Polna,1
60-536,Poznań,Kościelna,1
60-537,Poznań,Kościelna,23
60-538,Poznań,Kościelna,2
60-539,Poznań,Kościelna,50
60-539,Poznań,Świętego Wawrzyńca,2
60-541,Poznań,Świętego Wawrzyńca,14
60-546,Poznań,Świętego Wawrzyńca,13
60-547,Poznań,Galla Anonima,2
60-551,Poznań,Szamarzewskiego Augustyna,39
60-552,Poznań,Szamarzewskiego Augustyna,40
60-553,Poznań,Jackowskiego Maksymiliana,52
60-555,Poznań,Bukowska,31
60-556,Poznań,Długosza Jana,21
60-557,Poznań,Długosza Jana,24
60-558,Poznań,Długosza Jana,2
60-559,Poznań,Długosza Jana,1
60-561,Poznań,Galla Anonima,16
60-561,Poznań,Przybyszewskiego Stanisława,24
60-562,Poznań,Przybyszewskiego Stanisława,2
60-563,Poznań,Przybyszewskiego Stanisława,1
60-564,Poznań,Grodziska,44
60-566,Poznań,Szamotulska,48
60-567,Poznań,Bukowska 53A,137
60-568,Poznań,Szamarzewskiego Augustyna,57
60-569,Poznań,Szamarzewskiego Augustyna,56
60-572,Poznań,Szpitalna,16
60-581,Poznań,Nowy Świat,1
60-582,Poznań,Nowy Świat,2
60-583,Poznań,Nowy Świat,8
60-584,Poznań,Szpitalna,2
60-589,Poznań,Piękna,38
60-591,Poznań,Piękna,2
60-594,Poznań,Świętego Wawrzyńca,54
60-595,Poznań,Polska,2
60-601,Poznań,Grudzieniec,2
60-603,Poznań,Wielkopolska,1
60-604,Poznań,Nad Wierzbakiem,2
60-608,Poznań,Wielkopolska,2
60-611,Poznań,Nad Wierzbakiem,11
60-612,Poznań,Nad Wierzbakiem,12
60-616,Poznań,Małopolska,2
60-616,Poznań,Wołyńska,2
60-617,Poznań,Mazowiecka,2
60-618,Poznań,Wojska Polskiego,1
60-619,Poznań,Małopolska,14
60-619,Poznań,Niestachowska,2
60-621,Poznań,Grudzieniec,102
60-623,Poznań,Mazowiecka,26
60-624,Poznań,Wojska Polskiego,23
60-625,Poznań,Wojska Polskiego,53
60-627,Poznań,Wojska Polskiego,30
60-628,Poznań,Wojska Polskiego,58
60-631,Poznań,Dojazd,2
60-632,Poznań,Dojazd,1
60-637,Poznań,Wołyńska,20
60-637,Poznań,Wojska Polskiego,2
60-639,Poznań,Nad Potokiem,1
60-641,Poznań,Nad Potokiem,2
60-642,Poznań,Źródlana,1
60-643,Poznań,Źródlana,2
60-646,Poznań,Urbanowska,1
60-647,Poznań,Urbanowska,2
60-648,Poznań,Piątkowska,1
60-649,Poznań,Piątkowska,2
60-650,Poznań,Obornicka,224
60-650,Poznań,Piątkowska,126
60-651,Poznań,Szydłowska,2
60-656,Poznań,Szydłowska,44
60-666,Poznań,Niestachowska,41
60-667,Poznań,Niestachowska,45
60-668,Poznań,Niestachowska,46
60-669,Poznań,Niestachowska,40
60-689,Poznań,Obornicka,324
60-691,Poznań,Obornicka,290
60-693,Poznań,Obornicka,250
60-702,Poznań,Głogowska,1
60-703,Poznań,Gąsiorowskich,1
60-704,Poznań,Gąsiorowskich,2
60-705,Poznań,Małeckiego Antoniego,2
60-706,Poznań,Małeckiego Antoniego,8
60-707,Poznań,Małeckiego Antoniego,12
60-708,Poznań,Małeckiego Antoniego,20
60-709,Poznań,Kanałowa,2
60-710,Poznań,Kanałowa,10
60-712,Poznań,Graniczna,2
60-713,Poznań,Graniczna,8
60-715,Poznań,Kolejowa,2
60-716,Poznań,Kolejowa,6
60-717,Poznań,Kolejowa,8
60-718,Poznań,Kolejowa,28
60-719,Poznań,Kolejowa,42
60-720,Poznań,Kolejowa,46
60-725,Poznań,Łukaszewicza Józefa,2
60-726,Poznań,Łukaszewicza Józefa,12
60-727,Poznań,Łukaszewicza Józefa,19
60-728,Poznań,Łukaszewicza Józefa,20
60-729,Poznań,Łukaszewicza Józefa,40
60-731,Poznań,Rynek Łazarski,2
60-732,Poznań,Rynek Łazarski,10
60-733,Poznań,Rynek Łazarski,14
60-734,Poznań,Głogowska,2
60-736,Poznań,Głogowska,30
60-737,Poznań,Głogowska,42
60-738,Poznań,Głogowska,51
60-739,Poznań,Głogowska,61
60-740,Poznań,Głogowska,64
60-741,Poznań,Głogowska,74
60-743,Poznań,Limanowskiego Bolesława,2
60-744,Poznań,Limanowskiego Bolesława,10
60-745,Poznań,Drużbackiej Elżbiety,1
60-746,Poznań,Drużbackiej Elżbiety,2
60-749,Poznań,Wyspiańskiego Stanisława,2
60-750,Poznań,Wyspiańskiego Stanisława,12
60-751,Poznań,Wyspiańskiego Stanisława,24
60-753,Poznań,Chełmońskiego Józefa,2
60-754,Poznań,Chełmońskiego Józefa,8
60-755,Poznań,Chełmońskiego Józefa,14
60-756,Poznań,Chełmońskiego Józefa,20
60-757,Poznań,Grottgera Artura,2
60-758,Poznań,Grottgera Artura,12
60-759,Poznań,Kossaka Juliusza,1
60-760,Poznań,Kossaka Juliusza,11
60-761,Poznań,Kossaka Juliusza,2
60-762,Poznań,Kossaka Juliusza,12
60-763,Poznań,Siemiradzkiego Henryka,1
60-764,Poznań,Siemiradzkiego Henryka,2
60-766,Poznań,Matejki Jana,2
60-767,Poznań,Matejki Jana,12
60-768,Poznań,Matejki Jana,28
60-769,Poznań,Matejki Jana,41
60-770,Poznań,Matejki Jana,50
60-771,Poznań,Matejki Jana,62
60-772,Poznań,Matejki Jana,68
60-773,Poznań,Śniadeckich,1
60-774,Poznań,Śniadeckich,2
60-780,Poznań,Grunwaldzka,2
60-781,Poznań,Grunwaldzka,20
60-782,Poznań,Grunwaldzka,11
60-783,Poznań,Grunwaldzka,21
60-784,Poznań,Grunwaldzka,41
60-785,Poznań,Grunwaldzka,22
60-786,Poznań,Grunwaldzka,26
60-792,Poznań,Wojskowa,2
60-801,Poznań,Marcelińska,2
60-802,Poznań,Wojskowa,16
60-803,Poznań,Polna,58
60-809,Poznań,Bukowska,1
60-810,Poznań,Bukowska,2
60-811,Poznań,Bukowska,16
60-812,Poznań,Bukowska,36
60-813,Poznań,Zwierzyniecka,2
60-814,Poznań,Zwierzyniecka,18
60-816,Poznań,Sienkiewicza Henryka,1
60-817,Poznań,Sienkiewicza Henryka,2
60-818,Poznań,Sienkiewicza Henryka,12
60-819,Poznań,Prusa Bolesława 2A,16
60-820,Poznań,Prusa Bolesława,2
60-821,Poznań,Słowackiego Juliusza,2
60-822,Poznań,Słowackiego Juliusza,13
60-823,Poznań,Słowackiego Juliusza,8
60-824,Poznań,Słowackiego Juliusza,29
60-825,Poznań,Słowackiego Juliusza,32
60-833,Poznań,Mickiewicza Adama,1
60-834,Poznań,Mickiewicza Adama,2
60-835,Poznań,Mickiewicza Adama,21
60-836,Poznań,Mickiewicza Adama,22
60-837,Poznań,Mickiewicza Adama,34
60-844,Poznań,Kochanowskiego Jana,2
60-845,Poznań,Kochanowskiego Jana,8
60-846,Poznań,Kochanowskiego Jana,16
60-848,Poznań,Poznańska,1
60-849,Poznań,Poznańska,2
60-850,Poznań,Poznańska,21
60-851,Poznań,Poznańska,28
60-852,Poznań,Poznańska,45
60-853,Poznań,Poznańska,56
60-854,Poznań,Strzałkowskiego Romka,1
60-855,Poznań,Strzałkowskiego Romka,2
60-856,Poznań,Mylna,21
60-857,Poznań,Mylna,28
60-858,Poznań,Mylna,52
60-863,Poznań,Jeżycka,2
60-864,Poznań,Jeżycka,15
60-865,Poznań,Jeżycka,16
61-001,Poznań,Zawady,1
61-002,Poznań,Zawady,2
61-005,Poznań,Główna,2
61-005,Poznań,Świętego Michała,52
61-007,Poznań,Główna,26
61-013,Poznań,Bałtycka,2
61-015,Poznań,Gnieźnieńska,2
61-017,Poznań,Bałtycka,24
61-019,Poznań,Główna,60
61-021,Poznań,Gnieźnieńska,32
61-021,Poznań,Krańcowa,2
61-022,Poznań,Krańcowa,1
61-023,Poznań,Świętego Michała,18
61-023,Poznań,Świętojańska,32
61-028,Poznań,Warszawska,30
61-031,Poznań,Warszawska,66
61-033,Poznań,Krańcowa,48
61-035,Poznań,Krańcowa,50
61-036,Poznań,Krańcowa,16
61-036,Poznań,Krańcowa,54
61-037,Poznań,Krańcowa,18
61-041,Poznań,Warszawska,118
61-044,Poznań,Mogileńska,16
61-046,Poznań,Krańcowa,35
61-047,Poznań,Warszawska,90
61-048,Poznań,Krańcowa,55
61-049,Poznań,Wiankowa,1
61-052,Poznań,Mogileńska,2
61-053,Poznań,Bożeny,2
61-054,Poznań,Bożeny,28
61-055,Poznań,Bałtycka,82
61-055,Poznań,Warszawska,130
61-057,Poznań,Warszawska,300
61-064,Poznań,Folwarczna,18
61-064,Poznań,Franowo,80
61-066,Poznań,Majakowskiego Włodzimierza,308
61-104,Poznań,Chwaliszewo,2
61-105,Poznań,Chwaliszewo,14
61-113,Poznań,Warszawska,6
61-113,Poznań,Świętojańska,2
61-114,Poznań,Konarskiego Stanisława,2
61-115,Poznań,Konarskiego Stanisława,16
61-116,Poznań,Tomickiego Piotra,2
61-117,Poznań,Tomickiego Piotra,18
61-118,Poznań,Świętego Michała,1
61-119,Poznań,Świętego Michała,2
61-121,Poznań,Ostrówek,1
61-122,Poznań,Ostrówek,2
61-128,Poznań,Warszawska,2
61-131,Poznań,Milczańska,2
61-131,Poznań,Wiankowa,2
61-131,Poznań,Zamenhofa Ludwika,33
61-132,Poznań,Inflancka,2
61-132,Poznań,Kórnicka,1
61-139,Poznań,Zamenhofa Ludwika,42
61-141,Poznań,Kórnicka,2
61-243,Poznań,Inflancka,46
61-248,Poznań,Milczańska,48
61-302,Poznań,Folwarczna,2
61-302,Poznań,Franowo,2
61-304,Poznań,Michałowo,70
61-306,Poznań,Skibowa,20
61-306,Poznań,Szczepankowo,74
61-308,Poznań,Stewnicka,16
61-308,Poznań,Ługańska,12
61-311,Poznań,Szczepankowo,2
61-311,Poznań,Ługańska,2
61-312,Poznań,Ostrowska,222
61-312,Poznań,Skibowa,2
61-313,Poznań,Chrzanowska,38
61-313,Poznań,Szczepankowo,134
61-314,Poznań,Michałowo,2
61-314,Poznań,Stewnicka,2
61-315,Poznań,Sanocka,8
61-316,Poznań,Garaszewo,2
61-318,Poznań,Rymanowska,2
61-323,Poznań,Chrzanowska,2
61-323,Poznań,Garaszewo,29
61-323,Poznań,Rymanowska,30
61-324,Poznań,Ostrowska,440
61-324,Poznań,Sanocka,2
61-329,Poznań,Głuszyna,34
61-332,Poznań,Głuszyna,2
61-337,Poznań,Oświęcimska,2
61-341,Poznań,Starołęcka,68
61-343,Poznań,Oświęcimska,28
61-351,Poznań,Gołężycka,2
61-357,Poznań,Gołężycka,22
61-357,Poznań,Pstrowskiego Wincentego,92
61-361,Poznań,Starołęcka,2
61-371,Poznań,Maya Romana,2
61-404,Poznań,Opolska,69
61-405,Poznań,Opolska,70
61-408,Poznań,Mieleszyńska,60
61-408,Poznań,Opolska,120
61-411,Poznań,Leszczyńska,88
61-413,Poznań,Kołłątaja Hugona,2
61-417,Poznań,Leszczyńska,91
61-421,Poznań,Kołłątaja Hugona,74
61-424,Poznań,Górecka,136
61-425,Poznań,Czechosłowacka,48
61-426,Poznań,Gruszkowa,38
61-426,Poznań,Modrzewiowa,24
61-429,Poznań,Jesionowa,2
61-432,Poznań,Jesionowa,12
61-433,Poznań,Opolska,24
61-437,Poznań,28 Czerwca,195
61-441,Poznań,28 Czerwca,195
61-442,Poznań,Łozowa,79
61-443,Poznań,Łozowa,80
61-444,Poznań,Bukowa,1
61-445,Poznań,Bukowa,2
61-446,Poznań,Kasztanowa,2
61-448,Poznań,Kasztanowa,22
61-448,Poznań,Łozowa,54
61-453,Poznań,Jaworowa,43
61-454,Poznań,Jaworowa,44
61-456,Poznań,Czechosłowacka,29
61-459,Poznań,Czechosłowacka,1
61-461,Poznań,Czechosłowacka,2
61-461,Poznań,Dolna Wilda,160
61-462,Poznań,Jaworowa,22
61-464,Poznań,Modrakowa,6
61-466,Poznań,Łozowa,1
61-467,Poznań,Łozowa,2
61-468,Poznań,Jaworowa,2
61-469,Poznań,28 Czerwca,195
61-471,Poznań,Opolska,2
61-474,Poznań,Gruszkowa,2
61-474,Poznań,Modrzewiowa,2
61-475,Poznań,Górecka,108
61-476,Poznań,Czechosłowacka,72
61-477,Poznań,Modrakowa,2
61-479,Poznań,Wspólna,18
61-481,Poznań,28 Czerwca,195
61-481,Poznań,Wspólna,2
61-483,Poznań,Górecka,40
61-485,Poznań,28 Czerwca,195
61-487,Poznań,Rolna,36
61-488,Poznań,Rolna,16
61-491,Poznań,Rolna,15
61-491,Poznań,Rolna,58
61-492,Poznań,Dolna Wilda,94
61-492,Poznań,Droga Dębińska,18
61-492,Poznań,Piastowska,78
61-493,Poznań,Hetmańska,102
61-493,Poznań,Saperska,26
61-494,Poznań,Saperska,2
61-496,Poznań,Hetmańska,114
61-501,Poznań,Dolna Wilda,52
61-503,Poznań,Chłapowskiego Dezyderego,1
61-504,Poznań,Chłapowskiego Dezyderego,2
61-505,Poznań,28 Czerwca,195
61-505,Poznań,Pamiątkowa,16
61-507,Poznań,28 Czerwca,195
61-508,Poznań,Pamiątkowa,8
61-509,Poznań,Madalińskiego Antoniego,1
61-511,Poznań,Madalińskiego Antoniego,2
61-512,Poznań,Fabryczna,18
61-512,Poznań,Pamiątkowa,2
61-513,Poznań,Hetmańska,101
61-513,Poznań,Rolna,2
61-515,Poznań,28 Czerwca,195
61-517,Poznań,Robocza,2
61-517,Poznań,Umińskiego Jana,2
61-518,Poznań,Umińskiego Jana,16
61-519,Poznań,Kosińskiego Antoniego,8
61-521,Poznań,Kosińskiego Antoniego,18
61-522,Poznań,Kosińskiego Antoniego,2
61-523,Poznań,Prądzyńskiego Ignacego,48
61-524,Poznań,Fabryczna,2
61-525,Poznań,28 Czerwca,195
61-526,Poznań,28 Czerwca,195
61-527,Poznań,Prądzyńskiego Ignacego,1
61-528,Poznań,Prądzyńskiego Ignacego,2
61-531,Poznań,Kilińskiego Jana,1
61-532,Poznań,Kilińskiego Jana,2
61-534,Poznań,Sikorskiego Władysława,1
61-535,Poznań,Sikorskiego Władysława,2
61-536,Poznań,Sikorskiego Władysława,7
61-537,Poznań,Sikorskiego Władysława,26
61-538,Poznań,Robocza,4
61-541,Poznań,Przemysłowa,36
61-542,Poznań,Żupańskiego Jana,18
61-543,Poznań,Chwiałkowskiego Mariana,2
61-544,Poznań,28 Czerwca,195
61-545,Poznań,28 Czerwca,195
61-547,Poznań,Wierzbięcice,47
61-548,Poznań,Wierzbięcice,50
61-552,Poznań,Dolna Wilda,2
61-553,Poznań,Chwiałkowskiego Mariana,28
61-555,Poznań,Droga Dębińska,2
61-556,Poznań,Piastowska,2
61-558,Poznań,Wierzbięcice,35
61-559,Poznań,Wierzbięcice,27
61-561,Poznań,Wierzbięcice,15
61-562,Poznań,Żupańskiego Jana,2
61-563,Poznań,Górna Wilda,47
61-564,Poznań,Górna Wilda,44
61-565,Poznań,Wierzbięcice,46
61-567,Poznań,28 Czerwca,195
61-568,Poznań,Wierzbięcice,2
61-569,Poznań,Wierzbięcice,1
61-571,Poznań,Chwiałkowskiego Mariana,16
61-572,Poznań,Żupańskiego Jana,6
61-573,Poznań,Poplińskich,1
61-574,Poznań,Poplińskich,2
61-575,Poznań,Świętego Czesława,6
61-576,Poznań,Górna Wilda,90
61-579,Poznań,Przemysłowa,2
61-582,Poznań,Świętego Czesława,2
61-583,Poznań,Świętego Czesława,16
61-585,Poznań,Towarowa,2
61-586,Poznań,Towarowa,8
61-588,Poznań,Składowa,10
61-601,Poznań,Naramowicka,232
61-611,Poznań,Naramowicka,160
61-619,Poznań,Lechicka,94
61-619,Poznań,Naramowicka,84
61-622,Poznań,Naramowicka,2
61-661,Poznań,Dożynkowa,2
61-662,Poznań,Dożynkowa,8
61-666,Poznań,Owsiana,1
61-667,Poznań,Owsiana,2
61-691,Poznań,Lechicka,2
61-693,Poznań,Piątkowska,170
61-695,Poznań,Lechicka,24
61-702,Poznań,Gwarna,1
61-703,Poznań,Gwarna,2
61-704,Poznań,Noskowskiego Zygmunta,2
61-705,Poznań,Noskowskiego Zygmunta,14
61-706,Poznań,Libelta Karola,2
61-707,Poznań,Libelta Karola,22
61-712,Poznań,Niepodległości,1
61-712,Poznań,Wieniawskiego Henryka,1
61-713,Poznań,Niepodległości,14
61-713,Poznań,Wieniawskiego Henryka,11
61-714,Poznań,Niepodległości,22
61-715,Poznań,Kościuszki Tadeusza,78
61-716,Poznań,Kościuszki Tadeusza,92
61-717,Poznań,Kościuszki Tadeusza,114
61-728,Poznań,3 Maja,44
61-728,Poznań,Ratajczaka Franciszka,44
61-729,Poznań,Młyńska,2
61-730,Poznań,Młyńska,6
61-731,Poznań,Nowowiejskiego Feliksa,2
61-732,Poznań,Nowowiejskiego Feliksa,14
61-733,Poznań,Nowowiejskiego Feliksa,26
61-734,Poznań,Nowowiejskiego Feliksa,50
61-735,Poznań,Solna,2
61-736,Poznań,Solna,8
61-741,Poznań,23 Lutego,2
61-742,Poznań,23 Lutego,14
61-743,Poznań,23 Lutego,22
61-744,Poznań,23 Lutego,36
61-745,Poznań,Marcinkowskiego Karola,2
61-757,Poznań,Garbary,84
61-758,Poznań,Garbary,54
61-772,Poznań,Stary Rynek,2
61-773,Poznań,Stary Rynek,86
61-774,Poznań,Wielka,2
61-775,Poznań,Wielka,18
61-776,Poznań,Woźna,2
61-777,Poznań,Woźna,8
61-779,Poznań,Woźna,1
61-781,Poznań,Wodna,2
61-782,Poznań,Wodna,8
61-803,Poznań,Świętego Marcina,2
61-804,Poznań,Świętego Marcina,15
61-805,Poznań,Świętego Marcina,24
61-806,Poznań,Świętego Marcina,29
61-807,Poznań,Świętego Marcina,36
61-808,Poznań,Świętego Marcina,69
61-809,Poznań,Świętego Marcina,72
61-813,Poznań,Ratajczaka Franciszka,2
61-814,Poznań,Ratajczaka Franciszka,19
61-815,Poznań,Ratajczaka Franciszka,10
61-816,Poznań,Ratajczaka Franciszka,36
61-818,Poznań,Taczaka Stanisława,2
61-819,Poznań,Taczaka Stanisława,12
61-820,Poznań,Ogrodowa,2
61-821,Poznań,Ogrodowa,10
61-827,Poznań,Marcinkowskiego Karola,10
61-828,Poznań,Podgórna,1
61-829,Poznań,Podgórna,2
61-832,Poznań,Szkolna,1
61-833,Poznań,Szkolna,2
61-837,Poznań,Wrocławska,2
61-838,Poznań,Wrocławska,10
61-845,Poznań,Strzelecka,2
61-846,Poznań,Strzelecka,18
61-848,Poznań,Długa,2
61-849,Poznań,Długa,16
61-850,Poznań,Długa,6
61-858,Poznań,Grobla,2
61-859,Poznań,Grobla,14
61-866,Poznań,Garbary,1
61-867,Poznań,Garbary,2
61-868,Poznań,Garbary,26
61-869,Poznań,Garbary,38
61-871,Poznań,Królowej Jadwigi,2
61-872,Poznań,Królowej Jadwigi,36
61-873,Poznań,Królowej Jadwigi,52
61-874,Poznań,Niepodległości,2
61-875,Poznań,Niepodległości,8
61-877,Poznań,Łąkowa,8
61-878,Poznań,Łąkowa,2
61-879,Poznań,Łąkowa,12
61-881,Poznań,Kwiatowa,2
61-882,Poznań,Kwiatowa,4
61-883,Poznań,Rybaki,2
61-884,Poznań,Rybaki,18
61-885,Poznań,Półwiejska,1
61-886,Poznań,Półwiejska,25
61-887,Poznań,Półwiejska,2
61-888,Poznań,Półwiejska,10
61-888,Poznań,Składowa,1
61-889,Poznań,Krakowska,2
61-891,Poznań,Kościuszki Tadeusza,36
61-892,Poznań,Kościuszki Tadeusza,70
61-893,Poznań,Krakowska,18
61-896,Poznań,Towarowa,26
61-897,Poznań,Składowa,2
65-001,Zielona Góra,Bohaterów Westerplatte,21
65-007,Zielona Góra,Węglowa,2
65-022,Zielona Góra,Sulechowska,1
65-031,Zielona Góra,Chopina Fryderyka,2
65-032,Zielona Góra,Chopina Fryderyka,18
65-034,Zielona Góra,Bohaterów Westerplatte,2
65-036,Zielona Góra,Wyspiańskiego Stanisława,2
65-041,Zielona Góra,Wazów,1
65-043,Zielona Góra,Bolesława Chrobrego,2
65-044,Zielona Góra,Wazów,2
65-052,Zielona Góra,Bolesława Chrobrego,4
65-057,Zielona Góra,Podgórna,2
65-058,Zielona Góra,Kupiecka,32
65-078,Zielona Góra,Bohaterów Westerplatte,32
65-083,Zielona Góra,Batorego Stefana,1
65-084,Zielona Góra,Batorego Stefana,2
65-094,Zielona Góra,Krakusa,2
65-097,Zielona Góra,Świętej Trójcy,2
65-106,Zielona Góra,Źródlana,2
65-107,Zielona Góra,Winogradu,2
65-119,Zielona Góra,Sulechowska,2
65-140,Zielona Góra,Dunikowskiego Xawerego,1
65-175,Zielona Góra,Staszica Stanisława,2
65-176,Zielona Góra,Staszica Stanisława,11
65-178,Zielona Góra,Wyspiańskiego Stanisława,37
65-182,Zielona Góra,Waryńskiego Ludwika,1
65-184,Zielona Góra,Waryńskiego Ludwika,2
65-190,Zielona Góra,Podgórna,48
65-191,Zielona Góra,Wazów,46
65-204,Zielona Góra,Piaskowa,1
65-209,Zielona Góra,Piaskowa,2
65-211,Zielona Góra,Ceglana,14
65-213,Zielona Góra,Podgórna,18
65-218,Zielona Góra,Wrocławska,36
65-246,Zielona Góra,Podgórna,50
65-253,Zielona Góra,Zielony Las,2
65-255,Zielona Góra,Zielony Las,5
65-306,Zielona Góra,Botaniczna,2
65-307,Zielona Góra,Botaniczna,1
65-315,Zielona Góra,Piwna,2
65-328,Zielona Góra,Grunwaldzka,1
65-332,Zielona Góra,Partyzantów,2
65-338,Zielona Góra,Grunwaldzka,2
65-358,Zielona Góra,Piwna,5
65-392,Zielona Góra,Botaniczna,50
65-410,Zielona Góra,Fabryczna,2
